customer_id,age,gender,city,occupation,monthly_income,account_type,transaction_type,transaction_amount,channel,loan_status,loan_amount,repayment_delay_days,credit_score,loan_type,mobile_app_usage,monthly_login_frequency,branch_name,customer_segment,kyc_status,currency,collateral_type,sector_financed,days_past_due,relationship_years,approval_status,financing_officer_id,age_group
17587,48,Female,Dessie,Private Employee,18102,Wadiah Deposit,Transfer,51063,Mobile Banking,Active,214026,96,1,SME Financing,No,30,Bole Branch,Retail,Verified,ETB,Personal Guarantee,Import Trade,166,14,Approved,FO008,Mid-Career
17588,35,Male,Adama,University Lecturer,29776,Savings Account,Withdrawal,51063,Mobile Banking,Paid,475462,24,4,Trade Financing,No,12,Bole Branch,Retail,Verified,ETB,No Collateral,Hospitality,144,6,Under Review,FO015,Adult
17589,33,Female,Jimma,University Lecturer,36251,Current Account,Withdrawal,135055,Branch,Active,275588,13,2,Trade Financing,Yes,23,Hawassa Branch,Retail,Under Review,ETB,Land,Export Trade,20,3,Approved,FO014,Adult
17590,57,Male,Adama,Small Business Owner,15357,Salary Account,Withdrawal,135055,POS,Defaulted,457543,96,2,Agricultural Loan,Yes,33,Adama Branch,SME,Verified,AED,Vehicle,Import Trade,30,9,Approved,FO018,Senior
17591,53,Female,Mekelle,Private Employee,13432,Salary Account,Transfer,135055,POS,Paid,480488,103,2,Agricultural Loan,Yes,21,Hawassa Branch,SME,Verified,ETB,Building,Hospitality,82,4,Approved,FO017,Senior
17592,42,Male,Adama,NGO Worker,46226,Salary Account,Withdrawal,1074,Mobile Banking,Late Payment,223802,58,3,SME Financing,Yes,20,Bole Branch,Retail,Verified,ETB,Inventory,Export Trade,91,4,Approved,FO018,Mid-Career
17593,40,Male,Bahir Dar,Private Employee,25556,Wadiah Deposit,Transfer,1074,POS,Active,334402,50,2,Murabaha Financing,Yes,20,Bahir Dar Branch,Retail,Verified,ETB,No Collateral,Education,7,10,Approved,FO012,Mid-Career
17594,29,Female,Jimma,NGO Worker,35725,Wadiah Deposit,Transfer,135055,Mobile Banking,Late Payment,120224,52,4,SME Financing,Yes,21,Addis Main Branch,Retail,Verified,ETB,Land,Hospitality,112,7,Approved,FO010,Adult
17595,51,Male,Dire Dawa,NGO Worker,35704,Mudarabah Savings,Withdrawal,1074,ATM,Paid,225362,15,4,SME Financing,Yes,29,Bole Branch,Agricultural,Under Review,ETB,Machinery,Manufacturing,5,6,Under Review,FO010,Senior
17596,53,Male,Addis Ababa,University Lecturer,31009,Current Account,Transfer,1074,Mobile Banking,Active,115502,117,2,Trade Financing,No,34,Dire Dawa Branch,Retail,Verified,ETB,Building,Agriculture,123,6,Approved,FO016,Senior
17597,54,Female,Jimma,Private Employee,22697,Savings Account,Withdrawal,135055,POS,Late Payment,475247,101,1,Agricultural Loan,No,17,Bole Branch,SME,Verified,ETB,Land,Agriculture,3,13,Approved,FO002,Senior
17598,20,Male,Addis Ababa,Government Employee,11380,Salary Account,Transfer,51063,Mobile Banking,Active,14623,104,3,Murabaha Financing,Yes,12,Adama Branch,Retail,Verified,ETB,No Collateral,Construction,42,10,Approved,FO009,Young
17599,26,Female,Adama,Small Business Owner,27271,Salary Account,Transfer,135055,POS,Paid,101032,115,2,Vehicle Financing,No,17,Dire Dawa Branch,Retail,Verified,AED,No Collateral,Manufacturing,104,11,Approved,FO003,Adult
17600,35,Female,Adama,Private Employee,10414,Salary Account,Withdrawal,135055,Mobile Banking,Active,120072,101,3,Murabaha Financing,Yes,19,Hawassa Branch,SME,Pending,ETB,Building,Construction,110,15,Approved,FO005,Adult
17601,60,Male,Dessie,Teacher,17027,Wadiah Deposit,Transfer,1074,Branch,Late Payment,12682,66,1,Murabaha Financing,No,10,Dire Dawa Branch,Retail,Incomplete,ETB,No Collateral,Construction,14,4,Under Review,FO007,Senior
17602,52,Male,Bahir Dar,Government Employee,18831,Savings Account,Transfer,51063,ATM,Paid,470178,37,3,Agricultural Loan,No,1,Addis Main Branch,SME,Verified,ETB,No Collateral,Hospitality,129,8,Approved,FO005,Senior
17603,51,Male,Addis Ababa,NGO Worker,39883,Mudarabah Savings,Withdrawal,1074,Mobile Banking,Paid,234123,73,2,Agricultural Loan,No,31,Addis Main Branch,Retail,Pending,SAR,Building,Import Trade,148,6,Approved,FO009,Senior
17604,58,Female,Addis Ababa,Teacher,14135,Wadiah Deposit,Deposit,51063,Branch,Active,87179,44,1,Trade Financing,No,31,Addis Main Branch,SME,Verified,ETB,Personal Guarantee,Transportation,137,8,Approved,FO013,Senior
17605,31,Male,Dire Dawa,Private Employee,17811,Savings Account,Withdrawal,1074,ATM,Defaulted,274045,96,1,Trade Financing,Yes,22,Hawassa Branch,Corporate,Verified,USD,Land,Export Trade,48,7,Rejected,FO010,Adult
17606,21,Female,Dessie,Private Employee,15444,Salary Account,Deposit,135055,POS,Active,190049,15,3,Vehicle Financing,No,22,Megenagna Branch,Corporate,Incomplete,AED,Machinery,Import Trade,136,5,Approved,FO015,Young
17607,46,Male,Addis Ababa,Teacher,15140,Mudarabah Savings,Transfer,1074,Branch,Defaulted,436273,94,4,SME Financing,No,16,Bole Branch,Diaspora,Verified,USD,No Collateral,Hospitality,48,13,Pending,FO001,Mid-Career
17608,58,Male,Bahir Dar,Private Employee,11111,Wadiah Deposit,Deposit,1074,Branch,Active,129144,107,2,Vehicle Financing,No,24,Megenagna Branch,SME,Verified,AED,Building,Education,97,13,Pending,FO016,Senior
17609,62,Female,Dire Dawa,Private Employee,11173,Wadiah Deposit,Withdrawal,1074,ATM,Active,215730,108,1,Trade Financing,No,28,Addis Main Branch,SME,Verified,ETB,Inventory,Health Services,164,7,Pending,FO002,Senior
17610,32,Male,Addis Ababa,Government Employee,11250,Current Account,Transfer,1074,ATM,Paid,255864,24,2,Agricultural Loan,No,27,Megenagna Branch,Retail,Pending,SAR,Vehicle,Health Services,10,4,Approved,FO004,Adult
17611,45,Male,Addis Ababa,Small Business Owner,36920,Wadiah Deposit,Deposit,51063,Branch,Late Payment,354467,77,2,SME Financing,Yes,22,Jimma Branch,Retail,Verified,ETB,Personal Guarantee,Education,134,1,Approved,FO013,Mid-Career
17612,59,Male,Dire Dawa,Private Employee,15365,Mudarabah Savings,Withdrawal,135055,Branch,Late Payment,319457,51,3,Trade Financing,Yes,18,Dire Dawa Branch,Retail,Verified,ETB,Vehicle,Agriculture,102,6,Approved,FO005,Senior
17613,33,Male,Hawassa,Small Business Owner,52721,Savings Account,Deposit,51063,Mobile Banking,Active,133917,106,2,Agricultural Loan,No,28,Jimma Branch,Retail,Verified,ETB,No Collateral,Manufacturing,7,13,Approved,FO004,Adult
17614,29,Male,Dire Dawa,Small Business Owner,48534,Mudarabah Savings,Withdrawal,51063,POS,Late Payment,74152,45,3,Vehicle Financing,Yes,33,Megenagna Branch,Agricultural,Incomplete,EUR,Land,Construction,96,4,Approved,FO001,Adult
17615,22,Female,Addis Ababa,Merchant,14106,Salary Account,Transfer,51063,Branch,Active,204674,7,3,Agricultural Loan,No,13,Bahir Dar Branch,SME,Verified,ETB,Vehicle,Education,154,7,Pending,FO002,Young
17616,51,Male,Addis Ababa,Teacher,7704,Wadiah Deposit,Withdrawal,1074,ATM,Active,192097,72,3,Agricultural Loan,No,13,Bahir Dar Branch,Agricultural,Verified,ETB,No Collateral,Retail Trade,76,8,Under Review,FO014,Senior
17617,59,Female,Addis Ababa,Merchant,46475,Savings Account,Deposit,135055,ATM,Active,95920,55,3,Vehicle Financing,No,15,Megenagna Branch,SME,Verified,ETB,No Collateral,Retail Trade,123,11,Under Review,FO013,Senior
17618,18,Male,Addis Ababa,University Lecturer,40179,Mudarabah Savings,Transfer,1074,ATM,Paid,85942,12,4,Trade Financing,No,12,Jimma Branch,SME,Incomplete,ETB,Inventory,Health Services,44,9,Pending,FO015,
17619,56,Male,Mekelle,Teacher,9954,Mudarabah Savings,Transfer,1074,POS,Paid,114335,77,2,Trade Financing,Yes,8,Adama Branch,Youth Banking,Verified,ETB,Land,Hospitality,129,5,Approved,FO005,Senior
17620,49,Female,Jimma,Private Employee,14150,Savings Account,Withdrawal,1074,ATM,Active,208590,62,5,SME Financing,Yes,3,Addis Main Branch,Retail,Verified,ETB,Machinery,Health Services,166,12,Approved,FO018,Mid-Career
17621,43,Male,Jimma,NGO Worker,21291,Salary Account,Transfer,135055,Branch,Active,266105,14,2,SME Financing,No,16,Megenagna Branch,SME,Verified,ETB,Inventory,Manufacturing,18,8,Approved,FO002,Mid-Career
17622,34,Male,Addis Ababa,University Lecturer,20334,Mudarabah Savings,Deposit,135055,Branch,Active,486791,52,2,Agricultural Loan,Yes,28,Hawassa Branch,SME,Pending,AED,No Collateral,Health Services,169,3,Approved,FO016,Adult
17623,44,Female,Addis Ababa,Farmer,6635,Salary Account,Transfer,1074,POS,Paid,59186,54,2,Vehicle Financing,Yes,9,Hawassa Branch,Diaspora,Verified,ETB,Personal Guarantee,Retail Trade,24,7,Approved,FO012,Mid-Career
17624,41,Female,Addis Ababa,University Lecturer,18481,Salary Account,Withdrawal,135055,POS,Paid,182630,115,4,Murabaha Financing,Yes,16,Bole Branch,Retail,Pending,ETB,Vehicle,Transportation,130,5,Pending,FO012,Mid-Career
17625,52,Male,Dessie,Government Employee,10604,Savings Account,Withdrawal,135055,POS,Active,377321,4,2,Vehicle Financing,Yes,31,Bole Branch,Retail,Verified,ETB,Personal Guarantee,Import Trade,38,4,Pending,FO016,Senior
17626,63,Female,Addis Ababa,University Lecturer,30538,Current Account,Transfer,1074,ATM,Active,233776,38,1,SME Financing,Yes,31,Hawassa Branch,Retail,Verified,SAR,Vehicle,Transportation,156,14,Rejected,FO012,Senior
17627,59,Female,Hawassa,Teacher,9474,Mudarabah Savings,Deposit,135055,ATM,Active,173128,12,3,Vehicle Financing,No,24,Addis Main Branch,SME,Under Review,ETB,Land,Export Trade,111,6,Rejected,FO013,Senior
17628,56,Female,Addis Ababa,NGO Worker,26542,Current Account,Transfer,1074,ATM,Paid,107737,66,2,Vehicle Financing,Yes,17,Dire Dawa Branch,Corporate,Verified,ETB,Land,Retail Trade,114,13,Pending,FO005,Senior
17629,43,Female,Dessie,University Lecturer,18372,Salary Account,Transfer,135055,Mobile Banking,Paid,168894,96,2,Vehicle Financing,No,24,Jimma Branch,Corporate,Verified,ETB,Inventory,Import Trade,155,15,Approved,FO007,Mid-Career
17630,55,Male,Mekelle,Teacher,9824,Wadiah Deposit,Withdrawal,135055,Branch,Late Payment,196117,18,2,Trade Financing,Yes,28,Adama Branch,Youth Banking,Verified,ETB,Building,Manufacturing,167,8,Approved,FO003,Senior
17631,40,Male,Adama,Small Business Owner,46955,Current Account,Transfer,51063,ATM,Active,461426,30,3,Murabaha Financing,No,15,Megenagna Branch,Retail,Verified,ETB,Vehicle,Export Trade,155,12,Approved,FO009,Mid-Career
17632,39,Female,Jimma,NGO Worker,41629,Current Account,Deposit,51063,Branch,Paid,8869,95,2,Agricultural Loan,Yes,4,Addis Main Branch,Retail,Verified,ETB,Building,Transportation,98,8,Under Review,FO003,Mid-Career
17633,21,Male,Hawassa,University Lecturer,35440,Mudarabah Savings,Deposit,135055,Mobile Banking,Defaulted,125789,52,2,Murabaha Financing,No,14,Bole Branch,Retail,Verified,ETB,Inventory,Export Trade,62,9,Approved,FO009,Young
17634,26,Female,Addis Ababa,University Lecturer,31343,Wadiah Deposit,Deposit,51063,Branch,Paid,367008,65,2,Agricultural Loan,Yes,27,Addis Main Branch,Corporate,Incomplete,ETB,Inventory,Construction,101,14,Under Review,FO007,Adult
17635,21,Male,Addis Ababa,Private Employee,12609,Savings Account,Deposit,1074,Mobile Banking,Active,446093,79,3,Agricultural Loan,No,17,Addis Main Branch,Agricultural,Verified,ETB,Building,Construction,141,14,Approved,FO020,Young
17636,24,Male,Addis Ababa,Farmer,7160,Wadiah Deposit,Deposit,51063,Branch,Paid,456772,113,1,Vehicle Financing,Yes,30,Hawassa Branch,Retail,Verified,ETB,Land,Hospitality,9,8,Pending,FO009,Young
17637,40,Female,Bahir Dar,NGO Worker,33228,Savings Account,Transfer,51063,Mobile Banking,Late Payment,82441,4,3,Murabaha Financing,No,8,Adama Branch,Corporate,Verified,ETB,Land,Education,32,3,Approved,FO019,Mid-Career
17638,19,Female,Addis Ababa,Merchant,37492,Savings Account,Deposit,1074,Branch,Paid,446123,101,3,Trade Financing,Yes,33,Jimma Branch,SME,Pending,ETB,Personal Guarantee,Agriculture,164,12,Approved,FO009,Young
17639,41,Male,Jimma,Farmer,12124,Wadiah Deposit,Deposit,51063,Mobile Banking,Paid,38783,29,1,SME Financing,Yes,16,Bahir Dar Branch,Retail,Verified,ETB,Land,Transportation,154,14,Approved,FO001,Mid-Career
17640,57,Male,Dire Dawa,Farmer,9514,Mudarabah Savings,Transfer,51063,ATM,Active,91544,48,3,Vehicle Financing,Yes,5,Adama Branch,Agricultural,Verified,ETB,Vehicle,Hospitality,59,6,Under Review,FO001,Senior
17641,48,Male,Addis Ababa,Private Employee,18357,Current Account,Transfer,135055,ATM,Paid,51667,57,3,Agricultural Loan,No,12,Jimma Branch,SME,Verified,ETB,Land,Retail Trade,7,2,Under Review,FO012,Mid-Career
17642,64,Female,Addis Ababa,Teacher,19058,Salary Account,Deposit,1074,POS,Active,424883,17,3,Vehicle Financing,Yes,10,Megenagna Branch,SME,Verified,ETB,Land,Agriculture,54,15,Approved,FO012,Senior
17643,48,Male,Hawassa,Farmer,5077,Mudarabah Savings,Deposit,51063,Branch,Paid,139850,35,3,Agricultural Loan,Yes,0,Megenagna Branch,Retail,Verified,USD,Vehicle,Health Services,41,13,Approved,FO013,Mid-Career
17644,64,Female,Bahir Dar,Private Employee,18796,Salary Account,Withdrawal,1074,Mobile Banking,Paid,499762,104,3,Agricultural Loan,No,13,Jimma Branch,Diaspora,Verified,ETB,Building,Import Trade,81,5,Approved,FO004,Senior
17645,57,Female,Dire Dawa,NGO Worker,42737,Savings Account,Deposit,135055,ATM,Paid,278322,37,4,Agricultural Loan,Yes,26,Bole Branch,SME,Verified,ETB,Building,Transportation,36,6,Approved,FO011,Senior
17646,60,Female,Adama,Government Employee,20887,Mudarabah Savings,Deposit,135055,Branch,Active,86305,49,2,Vehicle Financing,Yes,15,Addis Main Branch,Retail,Verified,ETB,Inventory,Export Trade,68,8,Rejected,FO010,Senior
17647,51,Male,Dessie,Merchant,57043,Mudarabah Savings,Withdrawal,1074,Mobile Banking,Paid,64527,48,2,Murabaha Financing,Yes,21,Megenagna Branch,Women Banking,Incomplete,EUR,Building,Import Trade,49,4,Pending,FO015,Senior
17648,41,Female,Dire Dawa,University Lecturer,42244,Wadiah Deposit,Transfer,135055,Mobile Banking,Defaulted,368707,27,2,Murabaha Financing,No,24,Addis Main Branch,Agricultural,Verified,ETB,Vehicle,Construction,172,10,Pending,FO008,Mid-Career
17649,43,Male,Jimma,Small Business Owner,97150,Current Account,Transfer,1074,Mobile Banking,Active,235576,55,4,SME Financing,No,22,Addis Main Branch,Agricultural,Verified,ETB,Machinery,Agriculture,10,1,Under Review,FO017,Mid-Career
17650,33,Female,Dire Dawa,Teacher,7012,Wadiah Deposit,Transfer,51063,Mobile Banking,Active,399203,32,3,Agricultural Loan,No,11,Jimma Branch,Retail,Verified,ETB,Personal Guarantee,Health Services,132,12,Approved,FO015,Adult
17651,64,Male,Dessie,Private Employee,11432,Mudarabah Savings,Deposit,51063,POS,Active,478388,1,3,Agricultural Loan,No,23,Megenagna Branch,SME,Verified,SAR,Machinery,Education,134,5,Pending,FO007,Senior
17652,30,Male,Addis Ababa,University Lecturer,26826,Savings Account,Withdrawal,1074,Branch,Active,69427,1,3,SME Financing,No,26,Bole Branch,Retail,Verified,ETB,Vehicle,Export Trade,137,2,Approved,FO006,Adult
17653,32,Female,Dire Dawa,Private Employee,8054,Current Account,Withdrawal,135055,Mobile Banking,Active,101275,31,2,Agricultural Loan,No,4,Bahir Dar Branch,Youth Banking,Verified,ETB,Personal Guarantee,Hospitality,23,2,Approved,FO020,Adult
17654,44,Female,Hawassa,Merchant,79784,Wadiah Deposit,Deposit,135055,Mobile Banking,Paid,229705,11,1,SME Financing,No,13,Bahir Dar Branch,Retail,Verified,ETB,Inventory,Hospitality,158,3,Approved,FO019,Mid-Career
17655,21,Male,Dire Dawa,University Lecturer,39114,Current Account,Deposit,51063,ATM,Active,59607,38,1,Murabaha Financing,Yes,18,Hawassa Branch,Retail,Pending,ETB,Building,Construction,46,4,Pending,FO002,Young
17656,33,Male,Bahir Dar,Farmer,12076,Current Account,Deposit,135055,Mobile Banking,Paid,432431,50,2,Trade Financing,Yes,19,Jimma Branch,Retail,Verified,ETB,Machinery,Construction,58,9,Approved,FO014,Adult
17657,47,Female,Adama,University Lecturer,28562,Savings Account,Deposit,1074,Mobile Banking,Paid,40648,5,2,Vehicle Financing,No,32,Bole Branch,SME,Under Review,ETB,Land,Retail Trade,121,12,Under Review,FO011,Mid-Career
17658,61,Female,Dessie,Teacher,11930,Salary Account,Transfer,135055,POS,Active,484741,14,2,Trade Financing,Yes,8,Adama Branch,Retail,Pending,ETB,No Collateral,Agriculture,133,15,Approved,FO011,Senior
17659,47,Male,Adama,Government Employee,14517,Salary Account,Withdrawal,51063,Mobile Banking,Active,348452,95,3,Vehicle Financing,No,31,Hawassa Branch,Retail,Verified,ETB,Personal Guarantee,Construction,67,12,Approved,FO020,Mid-Career
17660,53,Male,Addis Ababa,Farmer,8162,Current Account,Withdrawal,135055,Mobile Banking,Paid,258313,46,1,Vehicle Financing,Yes,32,Addis Main Branch,SME,Verified,AED,Machinery,Transportation,115,3,Approved,FO012,Senior
17661,20,Female,Addis Ababa,Government Employee,15299,Salary Account,Withdrawal,1074,Branch,Active,293470,44,3,SME Financing,Yes,24,Hawassa Branch,Retail,Verified,ETB,Land,Transportation,11,14,Approved,FO008,Young
17662,39,Male,Addis Ababa,Teacher,21181,Wadiah Deposit,Transfer,51063,Branch,Active,151779,44,2,Trade Financing,Yes,1,Addis Main Branch,Retail,Verified,ETB,Land,Education,33,15,Approved,FO015,Mid-Career
17663,39,Female,Addis Ababa,Government Employee,13326,Mudarabah Savings,Transfer,135055,Branch,Defaulted,443560,14,1,Murabaha Financing,No,11,Hawassa Branch,Retail,Verified,ETB,Personal Guarantee,Import Trade,158,10,Approved,FO004,Mid-Career
17664,29,Female,Dessie,NGO Worker,31766,Mudarabah Savings,Withdrawal,1074,ATM,Active,464307,9,3,Vehicle Financing,Yes,21,Bahir Dar Branch,SME,Verified,ETB,Machinery,Transportation,120,1,Approved,FO018,Adult
17665,38,Female,Dire Dawa,Teacher,13367,Current Account,Transfer,135055,Mobile Banking,Active,399137,78,4,Murabaha Financing,No,15,Hawassa Branch,Retail,Verified,ETB,Vehicle,Transportation,150,9,Approved,FO015,Mid-Career
17666,21,Female,Addis Ababa,Farmer,13930,Savings Account,Transfer,135055,Branch,Active,19720,96,1,Murabaha Financing,Yes,25,Jimma Branch,Agricultural,Verified,AED,Machinery,Education,105,7,Approved,FO002,Young
17667,48,Male,Dessie,Farmer,12372,Current Account,Withdrawal,1074,Branch,Paid,145564,102,3,Vehicle Financing,Yes,31,Dire Dawa Branch,Retail,Verified,EUR,No Collateral,Transportation,14,3,Approved,FO014,Mid-Career
17668,61,Female,Dessie,Government Employee,10299,Wadiah Deposit,Deposit,1074,ATM,Active,139304,110,1,Agricultural Loan,No,4,Dire Dawa Branch,SME,Verified,ETB,Land,Export Trade,62,11,Approved,FO017,Senior
17669,48,Female,Addis Ababa,Merchant,78009,Savings Account,Withdrawal,135055,ATM,Active,188133,98,2,SME Financing,No,14,Jimma Branch,Retail,Verified,ETB,No Collateral,Export Trade,64,8,Approved,FO010,Mid-Career
17670,40,Male,Hawassa,Merchant,36386,Savings Account,Deposit,51063,Mobile Banking,Paid,249197,11,1,Trade Financing,Yes,29,Jimma Branch,Retail,Verified,ETB,Building,Export Trade,109,15,Approved,FO015,Mid-Career
17671,37,Male,Dire Dawa,University Lecturer,24466,Wadiah Deposit,Transfer,1074,Mobile Banking,Paid,243200,100,2,Trade Financing,Yes,22,Jimma Branch,SME,Under Review,ETB,No Collateral,Export Trade,10,15,Approved,FO004,Mid-Career
17672,32,Female,Bahir Dar,Farmer,7483,Savings Account,Deposit,51063,Mobile Banking,Paid,77937,34,5,Vehicle Financing,Yes,3,Hawassa Branch,Retail,Verified,ETB,Land,Retail Trade,84,12,Approved,FO018,Adult
17673,40,Female,Dire Dawa,NGO Worker,32097,Salary Account,Deposit,51063,Branch,Active,108223,3,1,Trade Financing,No,13,Dire Dawa Branch,SME,Verified,ETB,Building,Education,39,13,Approved,FO008,Mid-Career
17674,45,Female,Addis Ababa,NGO Worker,27864,Mudarabah Savings,Deposit,51063,POS,Paid,6777,9,3,Trade Financing,Yes,14,Bole Branch,SME,Verified,ETB,Machinery,Agriculture,70,5,Pending,FO015,Mid-Career
17675,33,Female,Hawassa,Merchant,40615,Salary Account,Deposit,1074,POS,Paid,365707,83,4,Murabaha Financing,No,3,Dire Dawa Branch,Retail,Verified,ETB,Land,Agriculture,138,12,Approved,FO020,Adult
17676,54,Female,Addis Ababa,University Lecturer,40993,Mudarabah Savings,Transfer,51063,ATM,Paid,123542,42,3,Murabaha Financing,Yes,29,Megenagna Branch,SME,Verified,ETB,Building,Manufacturing,178,8,Approved,FO003,Senior
17677,38,Female,Dessie,Farmer,14201,Savings Account,Withdrawal,51063,Branch,Paid,371328,30,2,Vehicle Financing,Yes,15,Bahir Dar Branch,Agricultural,Verified,ETB,Land,Transportation,44,3,Approved,FO001,Mid-Career
17678,32,Male,Addis Ababa,Farmer,4629,Salary Account,Withdrawal,51063,Mobile Banking,Paid,79070,30,1,Murabaha Financing,Yes,17,Bahir Dar Branch,Retail,Verified,ETB,Personal Guarantee,Retail Trade,153,13,Approved,FO007,Adult
17679,34,Male,Addis Ababa,Government Employee,18403,Wadiah Deposit,Deposit,1074,Branch,Paid,287333,30,4,SME Financing,No,1,Hawassa Branch,Agricultural,Verified,ETB,Inventory,Retail Trade,57,9,Rejected,FO018,Adult
17680,54,Female,Addis Ababa,Merchant,32209,Mudarabah Savings,Withdrawal,51063,ATM,Active,45976,19,3,Trade Financing,Yes,7,Dire Dawa Branch,Retail,Incomplete,SAR,Land,Construction,124,14,Under Review,FO006,Senior
17681,30,Male,Addis Ababa,Farmer,14415,Current Account,Withdrawal,1074,Branch,Paid,357494,111,4,SME Financing,No,9,Bole Branch,Retail,Verified,ETB,No Collateral,Construction,122,6,Approved,FO018,Adult
17682,36,Male,Addis Ababa,Government Employee,23170,Salary Account,Withdrawal,51063,Mobile Banking,Late Payment,321283,72,2,Agricultural Loan,No,18,Adama Branch,Retail,Verified,ETB,Land,Transportation,7,12,Pending,FO004,Mid-Career
17683,47,Female,Jimma,Farmer,6595,Savings Account,Withdrawal,51063,Mobile Banking,Paid,431530,76,2,Agricultural Loan,Yes,21,Hawassa Branch,SME,Verified,ETB,Land,Export Trade,46,11,Approved,FO020,Mid-Career
17684,62,Male,Dire Dawa,Private Employee,29600,Savings Account,Transfer,51063,Mobile Banking,Paid,88409,36,2,Trade Financing,Yes,11,Megenagna Branch,SME,Under Review,ETB,No Collateral,Education,90,8,Approved,FO019,Senior
17685,35,Male,Addis Ababa,Private Employee,28305,Wadiah Deposit,Withdrawal,1074,Mobile Banking,Paid,465084,58,3,Agricultural Loan,Yes,7,Bole Branch,Retail,Incomplete,ETB,Vehicle,Education,41,2,Rejected,FO014,Adult
17686,31,Female,Hawassa,Small Business Owner,26495,Savings Account,Deposit,1074,ATM,Paid,24607,104,1,SME Financing,No,18,Jimma Branch,SME,Verified,ETB,Inventory,Construction,38,14,Approved,FO015,Adult
17687,53,Female,Bahir Dar,Merchant,63683,Wadiah Deposit,Withdrawal,51063,ATM,Active,347291,23,1,Agricultural Loan,Yes,7,Bahir Dar Branch,Retail,Verified,ETB,Land,Health Services,88,15,Approved,FO006,Senior
17688,53,Female,Addis Ababa,Private Employee,23933,Savings Account,Transfer,51063,POS,Active,391072,116,2,Trade Financing,Yes,32,Bahir Dar Branch,SME,Verified,ETB,Building,Transportation,160,14,Approved,FO009,Senior
17689,37,Male,Mekelle,Merchant,27471,Salary Account,Withdrawal,51063,Mobile Banking,Active,142490,88,5,Murabaha Financing,Yes,34,Bole Branch,Retail,Verified,ETB,Inventory,Health Services,177,10,Pending,FO006,Mid-Career
17690,36,Female,Jimma,Farmer,4514,Wadiah Deposit,Deposit,51063,ATM,Defaulted,334976,58,2,Vehicle Financing,No,5,Addis Main Branch,Corporate,Verified,ETB,Building,Education,118,8,Approved,FO020,Mid-Career
17691,62,Male,Adama,NGO Worker,30571,Wadiah Deposit,Transfer,51063,POS,Paid,99591,93,3,Agricultural Loan,No,31,Adama Branch,Youth Banking,Verified,ETB,Personal Guarantee,Import Trade,18,5,Pending,FO016,Senior
17692,61,Female,Dessie,Government Employee,10119,Wadiah Deposit,Withdrawal,51063,Mobile Banking,Paid,441044,87,5,Vehicle Financing,Yes,31,Megenagna Branch,Agricultural,Verified,ETB,Building,Construction,13,6,Approved,FO015,Senior
17693,24,Female,Adama,Private Employee,27780,Savings Account,Deposit,51063,POS,Late Payment,467990,72,2,Agricultural Loan,No,27,Addis Main Branch,Agricultural,Incomplete,ETB,Land,Construction,89,3,Approved,FO017,Young
17694,61,Female,Addis Ababa,Teacher,15899,Current Account,Deposit,51063,Branch,Active,64376,28,2,Trade Financing,Yes,33,Megenagna Branch,SME,Verified,ETB,Building,Education,8,9,Approved,FO016,Senior
17695,21,Female,Addis Ababa,Merchant,13906,Salary Account,Deposit,51063,Branch,Paid,487839,73,3,Vehicle Financing,Yes,12,Jimma Branch,Retail,Verified,ETB,Vehicle,Import Trade,89,11,Approved,FO014,Young
17696,51,Male,Dessie,Small Business Owner,79656,Salary Account,Withdrawal,1074,Branch,Paid,21122,77,3,Murabaha Financing,Yes,21,Dire Dawa Branch,Retail,Under Review,ETB,No Collateral,Export Trade,118,11,Approved,FO003,Senior
17697,19,Male,Addis Ababa,Private Employee,26189,Mudarabah Savings,Transfer,51063,POS,Paid,250411,85,2,SME Financing,Yes,25,Jimma Branch,Agricultural,Incomplete,ETB,Building,Import Trade,77,12,Pending,FO017,Young
17698,22,Female,Addis Ababa,Government Employee,19920,Current Account,Withdrawal,135055,ATM,Paid,250549,44,3,Agricultural Loan,No,23,Dire Dawa Branch,Retail,Verified,ETB,Vehicle,Transportation,25,14,Rejected,FO019,Young
17699,27,Male,Hawassa,University Lecturer,30123,Savings Account,Transfer,1074,Mobile Banking,Defaulted,186885,11,2,SME Financing,No,28,Hawassa Branch,Women Banking,Verified,ETB,Machinery,Manufacturing,79,11,Rejected,FO013,Adult
17700,49,Female,Addis Ababa,University Lecturer,28115,Current Account,Transfer,135055,Branch,Paid,196933,117,5,Agricultural Loan,No,6,Megenagna Branch,Retail,Incomplete,ETB,Land,Agriculture,90,3,Approved,FO006,Mid-Career
17701,59,Female,Addis Ababa,Small Business Owner,45550,Mudarabah Savings,Deposit,51063,ATM,Defaulted,12286,7,1,Vehicle Financing,No,30,Addis Main Branch,SME,Verified,ETB,Land,Export Trade,81,15,Rejected,FO002,Senior
17702,58,Male,Hawassa,Merchant,64568,Wadiah Deposit,Deposit,135055,ATM,Paid,101808,59,5,Vehicle Financing,Yes,32,Bole Branch,Agricultural,Pending,ETB,Building,Education,161,10,Approved,FO012,Senior
17703,30,Male,Jimma,Merchant,71271,Savings Account,Deposit,1074,ATM,Defaulted,438714,66,4,Agricultural Loan,No,33,Bole Branch,Corporate,Verified,ETB,Machinery,Manufacturing,6,1,Under Review,FO009,Adult
